R_squared,P_values,Betas
-2.220446049250313e-16,[3.64409322e-105],[1314.76411229]
0.0,[1.72965689e-111],[1349.13027775]
0.0,[8.01678701e-112],[1364.48691215]
-2.220446049250313e-16,[7.29977274e-109],[1310.04975682]
2.220446049250313e-16,[2.54448893e-101],[1259.8426394]
-2.220446049250313e-16,[2.71037543e-105],[1097.99535654]
4.440892098500626e-16,[1.10344405e-110],[1014.26369461]
2.220446049250313e-16,[8.11272821e-110],[1038.47251383]
1.1102230246251565e-16,[7.63380697e-113],[1054.30072141]
-2.220446049250313e-16,[2.62853249e-113],[1048.20058307]
0.0,[1.06595276e-110],[1077.17305023]
-2.220446049250313e-16,[2.02617555e-113],[1125.08085602]
0.0,[2.5490599e-116],[1132.37407849]
-2.220446049250313e-16,[2.19746183e-113],[1106.25668275]
2.220446049250313e-16,[1.60096954e-94],[1462.52891391]
-2.220446049250313e-16,[9.50619895e-102],[1401.89747291]
1.1102230246251565e-16,[6.42777294e-103],[1326.47344612]
2.220446049250313e-16,[6.61236574e-109],[1337.05638212]
-2.220446049250313e-16,[2.7533276e-118],[1350.40294931]
-2.220446049250313e-16,[9.6728337e-112],[1304.59676107]
-2.220446049250313e-16,[1.36321972e-105],[1251.28526157]
0.0,[1.07327013e-98],[1167.27485687]
1.1102230246251565e-16,[1.36423268e-113],[1060.09140194]
0.0,[1.4668723e-114],[1013.82834401]
-2.220446049250313e-16,[1.56217346e-112],[1039.78798302]
1.1102230246251565e-16,[1.77514811e-114],[1098.02208994]
1.1102230246251565e-16,[2.85393342e-115],[1087.81988406]
4.440892098500626e-16,[1.50073942e-89],[1498.75681679]
0.0,[3.3908613e-97],[1391.39732211]
1.1102230246251565e-16,[1.74100262e-99],[1331.08352003]
0.0,[4.52167959e-106],[1330.67301672]
0.0,[6.36920404e-115],[1331.39534984]
2.220446049250313e-16,[1.43280499e-114],[1289.70886949]
0.0,[1.17941077e-106],[1187.63142186]
0.0,[6.58572069e-103],[1070.87054563]
-2.220446049250313e-16,[3.0676429e-111],[1019.22594616]
1.1102230246251565e-16,[8.02927617e-112],[1002.80912871]
2.220446049250313e-16,[2.66488498e-110],[1026.60407093]
0.0,[2.11095185e-101],[1449.34095435]
0.0,[2.51891938e-101],[1349.14183852]
0.0,[1.66488337e-103],[1327.56813917]
-2.220446049250313e-16,[6.19574943e-105],[1323.85568417]
0.0,[4.04508814e-103],[1268.92425896]
1.1102230246251565e-16,[6.61006632e-108],[1135.71953747]
1.1102230246251565e-16,[4.13147394e-114],[1008.8609296]
0.0,[1.51973882e-113],[993.86683924]
2.220446049250313e-16,[1.2400002e-89],[1578.63114899]
0.0,[9.38352223e-110],[1418.95773256]
-2.220446049250313e-16,[6.71278927e-108],[1376.69993442]
0.0,[3.69344805e-103],[1341.7890266]
0.0,[1.81405432e-98],[1271.3351237]
-2.220446049250313e-16,[1.3683814e-111],[1006.10120467]
2.220446049250313e-16,[4.42054142e-90],[1487.44127221]
2.220446049250313e-16,[1.04585674e-107],[1525.02575444]
0.0,[1.76399758e-113],[1492.11219698]
2.220446049250313e-16,[4.13429996e-112],[1422.91860304]
0.0,[2.21127782e-106],[1347.68962067]
0.0,[3.64179921e-98],[1241.64826038]
-2.220446049250313e-16,[5.00169068e-109],[1013.94565358]
-2.220446049250313e-16,[1.11158841e-90],[1408.72885072]
0.0,[4.27768677e-99],[1513.53046253]
0.0,[1.78510095e-104],[1510.96281882]
0.0,[9.1427203e-107],[1433.11157227]
2.220446049250313e-16,[8.78889287e-111],[1337.49312816]
-2.220446049250313e-16,[6.82104377e-87],[1350.19118604]
-2.220446049250313e-16,[1.4622354e-91],[1450.42173857]
1.1102230246251565e-16,[7.2518016e-98],[1470.6922009]
0.0,[5.48445915e-105],[1417.44966155]
-2.220446049250313e-16,[5.73985089e-79],[1154.95541561]
1.1102230246251565e-16,[2.1830974e-82],[1272.81334013]
-2.220446049250313e-16,[1.0204244e-85],[1346.44318943]
-2.220446049250313e-16,[4.87144975e-93],[1391.57785453]
0.0,[3.89162462e-106],[1384.70885034]
1.1102230246251565e-16,[1.98856316e-78],[1083.5762006]
1.1102230246251565e-16,[7.42893829e-82],[1180.45339308]
0.0,[2.40790151e-84],[1241.37104109]
0.0,[1.54804722e-89],[1299.5752001]
0.0,[2.30527314e-100],[1330.21544931]
2.220446049250313e-16,[2.6716955e-78],[873.07632865]
-4.440892098500626e-16,[1.18131723e-80],[1038.07043098]
0.0,[3.39711164e-84],[1120.92391429]
3.3306690738754696e-16,[4.64345597e-88],[1168.87526329]
0.0,[7.5097016e-90],[1215.9898538]
-2.220446049250313e-16,[7.62001549e-90],[1240.07785692]
-2.220446049250313e-16,[1.52651671e-87],[1045.07113468]
0.0,[3.669091e-89],[1104.28256405]
-2.220446049250313e-16,[4.77361685e-92],[1136.28984758]
0.0,[2.19383986e-93],[1159.87117513]
1.1102230246251565e-16,[3.27098311e-88],[1142.2565535]
0.0,[9.68948446e-97],[1058.88270958]
0.0,[7.65912796e-96],[1097.02482096]
-2.220446049250313e-16,[6.13979831e-104],[1649.0735701]
-2.220446049250313e-16,[5.43012565e-112],[1729.95811313]
2.220446049250313e-16,[3.38837503e-104],[1590.69037703]
-2.220446049250313e-16,[4.96456074e-99],[1568.13180722]
0.0,[4.88351625e-104],[1644.48766611]
-2.220446049250313e-16,[2.78463494e-99],[1543.74516985]
-2.220446049250313e-16,[3.19975964e-108],[1539.09221096]
2.220446049250313e-16,[9.69526679e-112],[1602.2859533]
0.0,[8.98563741e-105],[1613.35059312]
-2.220446049250313e-16,[1.67934147e-109],[1534.76348039]
-2.220446049250313e-16,[4.91283309e-98],[1395.40868183]
-2.220446049250313e-16,[9.69882491e-92],[1390.84639007]
0.0,[1.14941291e-113],[1606.2016075]
1.1102230246251565e-16,[4.6514193e-100],[1576.63131175]
-2.220446049250313e-16,[6.81602393e-105],[1500.65919884]
1.1102230246251565e-16,[1.72529877e-100],[1537.38957184]
0.0,[3.5005883e-108],[1617.17238482]
0.0,[2.25254242e-110],[1549.91715016]
1.1102230246251565e-16,[4.11011446e-109],[1526.63327685]
0.0,[3.50842544e-114],[1556.87547392]
0.0,[4.03540827e-102],[1267.11247942]
1.1102230246251565e-16,[5.63323344e-108],[1587.71026252]
-2.220446049250313e-16,[1.48232896e-107],[1536.03336589]
1.1102230246251565e-16,[1.22802163e-108],[1495.30540317]
-2.220446049250313e-16,[2.77290182e-115],[1501.84439865]
1.1102230246251565e-16,[1.7164142e-109],[1508.47289082]
0.0,[1.30169222e-112],[1441.18553251]
-2.220446049250313e-16,[3.33457695e-107],[1392.90304266]
0.0,[4.8568033e-112],[1496.48163201]
-4.440892098500626e-16,[3.43922994e-102],[1394.98960488]
-2.220446049250313e-16,[3.61410586e-105],[1215.35289809]
-2.220446049250313e-16,[4.05163209e-112],[1248.89707079]
2.220446049250313e-16,[3.8698698e-110],[1418.32515462]
0.0,[2.15743635e-113],[1354.72001618]
0.0,[3.6679746e-98],[1499.03646312]
-4.440892098500626e-16,[3.16450569e-100],[1492.97810394]
0.0,[1.78210689e-106],[1521.02411487]
-2.220446049250313e-16,[8.9623689e-114],[1557.22793878]
-2.220446049250313e-16,[1.93006618e-109],[1551.74416935]
0.0,[1.98664902e-106],[1511.07675829]
0.0,[1.89136447e-106],[1479.92651128]
0.0,[8.76905612e-106],[1481.02164953]
2.220446049250313e-16,[1.9959715e-110],[1514.7194154]
-2.220446049250313e-16,[7.81969726e-110],[1273.05078364]
0.0,[1.55364179e-102],[1425.31102558]
0.0,[2.72065774e-111],[1190.14200607]
0.0,[6.92230504e-112],[1198.1536961]
1.1102230246251565e-16,[6.10507341e-105],[1280.91379921]
0.0,[7.31231623e-110],[1353.69630103]
0.0,[2.55631289e-114],[1368.08951344]
0.0,[1.10897988e-102],[1433.53379912]
0.0,[1.91478877e-106],[1491.10296032]
0.0,[2.61012503e-109],[1522.5042581]
3.3306690738754696e-16,[3.3286758e-109],[1495.4032892]
-4.440892098500626e-16,[1.69282592e-103],[1431.926169]
-4.440892098500626e-16,[1.2232051e-102],[1385.0823831]
-2.220446049250313e-16,[3.58522557e-103],[1368.73021025]
1.1102230246251565e-16,[4.51823561e-99],[1366.66110648]
1.1102230246251565e-16,[1.8841875e-97],[1437.94330672]
0.0,[2.03329678e-101],[1361.02087881]
0.0,[1.46394444e-108],[1186.95668179]
0.0,[2.19912278e-99],[1317.4014366]
-2.220446049250313e-16,[9.99619852e-99],[1203.23939424]
-2.220446049250313e-16,[9.213227e-105],[1130.7164929]
2.220446049250313e-16,[3.61364727e-110],[1354.35108379]
0.0,[5.33132646e-102],[1333.20402976]
0.0,[1.17090836e-103],[1317.80273437]
0.0,[1.1450525e-103],[1428.67167394]
0.0,[1.94076125e-104],[1501.5524663]
0.0,[4.66353436e-107],[1455.27419386]
2.220446049250313e-16,[2.96110123e-108],[1384.16238942]
-2.220446049250313e-16,[5.92179535e-111],[1350.21030082]
-2.220446049250313e-16,[2.83679016e-108],[1331.74346086]
1.1102230246251565e-16,[2.73922665e-104],[1306.60820695]
1.1102230246251565e-16,[2.05619855e-99],[1325.088714]
1.1102230246251565e-16,[6.39355241e-97],[1320.62705605]
-2.220446049250313e-16,[1.00557303e-110],[1163.34898466]
0.0,[4.0661059e-108],[1207.38819077]
0.0,[1.52261214e-113],[1201.19402478]
1.1102230246251565e-16,[3.85734834e-117],[1138.23554783]
-2.220446049250313e-16,[3.27335296e-111],[1099.60439166]
0.0,[7.59807642e-115],[1139.51961024]
-2.220446049250313e-16,[2.71746824e-103],[1224.45741422]
0.0,[5.14308635e-98],[1402.86268526]
0.0,[1.04912053e-103],[1331.7172301]
-2.220446049250313e-16,[1.79012038e-115],[1246.87782198]
0.0,[3.57961901e-102],[1252.12575157]
0.0,[8.1589671e-95],[1328.38289149]
0.0,[2.71398648e-104],[1414.53510838]
0.0,[5.66402861e-112],[1439.97438438]
1.1102230246251565e-16,[2.54950678e-112],[1414.88286516]
-2.220446049250313e-16,[7.90766409e-111],[1359.07654048]
1.1102230246251565e-16,[4.78707282e-111],[1282.92329915]
-2.220446049250313e-16,[2.55061465e-106],[1229.47358015]
0.0,[3.97869642e-100],[1216.30392396]
0.0,[3.60980687e-111],[1156.75775745]
0.0,[2.72157149e-120],[1137.74887025]
0.0,[1.62459917e-117],[1172.35189041]
-2.220446049250313e-16,[3.458232e-113],[1158.13736022]
-2.220446049250313e-16,[5.91295262e-109],[1106.12691004]
-4.440892098500626e-16,[2.09428357e-102],[1175.99604827]
-2.220446049250313e-16,[2.07230039e-103],[1253.02255429]
2.220446049250313e-16,[2.07515012e-85],[1325.67495548]
2.220446049250313e-16,[1.44671738e-96],[1483.69926183]
1.1102230246251565e-16,[3.52367717e-101],[1439.67099657]
2.220446049250313e-16,[2.92147572e-109],[1303.0596852]
0.0,[5.6535479e-114],[1206.07339059]
0.0,[8.43298233e-113],[1203.37826]
0.0,[8.45875665e-109],[1312.16988597]
0.0,[1.4006014e-104],[1363.51157035]
0.0,[5.32129836e-103],[1368.74343453]
0.0,[2.33760371e-104],[1352.15825339]
-2.220446049250313e-16,[6.24236665e-103],[1287.64982096]
-2.220446049250313e-16,[5.47787313e-100],[1188.29122386]
0.0,[4.73479099e-111],[1123.96102127]
-2.220446049250313e-16,[1.70602757e-117],[1109.22279508]
-2.220446049250313e-16,[6.51645229e-116],[1137.27413881]
0.0,[1.56148174e-115],[1137.35639265]
0.0,[8.5699837e-116],[1120.30587948]
-2.220446049250313e-16,[1.47403682e-118],[1104.41434015]
-2.220446049250313e-16,[2.6124475e-115],[1090.12612496]
-2.220446049250313e-16,[8.54588656e-107],[1109.51380591]
0.0,[6.41125083e-107],[1198.8179788]
4.440892098500626e-16,[2.30814137e-63],[879.01148897]
0.0,[3.88497944e-78],[1180.48984184]
-2.220446049250313e-16,[1.10594432e-92],[1437.32176298]
3.3306690738754696e-16,[3.73116897e-94],[1484.94233973]
0.0,[8.80197848e-111],[1374.21185422]
3.3306690738754696e-16,[1.79429879e-104],[1267.48312079]
0.0,[3.13931589e-103],[1216.55735629]
-2.220446049250313e-16,[4.99935499e-115],[1247.30754299]
0.0,[9.7589156e-116],[1294.3997348]
-2.220446049250313e-16,[1.21643587e-105],[1295.69437184]
2.220446049250313e-16,[5.78681681e-99],[1284.0065176]
-4.440892098500626e-16,[1.68167465e-98],[1259.17355047]
0.0,[6.05407209e-101],[1181.06211943]
1.1102230246251565e-16,[3.26784592e-115],[1094.51344928]
0.0,[3.33526667e-112],[1078.27903837]
0.0,[6.12696723e-114],[1140.55381865]
0.0,[1.45973741e-115],[1144.60202445]
-2.220446049250313e-16,[2.85131709e-116],[1096.87150304]
1.1102230246251565e-16,[8.79443954e-117],[1078.02675255]
0.0,[8.4470916e-114],[1100.34757248]
1.1102230246251565e-16,[6.02880761e-107],[1095.71173933]
0.0,[7.91668602e-113],[1270.37522021]
1.1102230246251565e-16,[1.09769955e-50],[604.4445729]
0.0,[2.16416526e-66],[823.66652186]
-2.220446049250313e-16,[3.00003065e-72],[1050.41298302]
1.1102230246251565e-16,[2.20625883e-73],[1196.76529948]
2.220446049250313e-16,[4.92673345e-93],[1268.23578719]
0.0,[7.82365148e-103],[1307.79266238]
0.0,[2.04514931e-107],[1288.28753542]
0.0,[1.83170249e-112],[1250.12929161]
0.0,[2.0710296e-104],[1288.08050417]
0.0,[2.15973184e-107],[1288.05103496]
0.0,[3.30006363e-113],[1231.54190602]
1.1102230246251565e-16,[2.50645181e-96],[1170.38624244]
0.0,[8.73117162e-98],[1108.77366967]
0.0,[4.78041442e-107],[1064.26902861]
0.0,[2.83463674e-102],[1073.39809762]
0.0,[1.3853279e-110],[1127.58699305]
0.0,[4.47705754e-113],[1126.51317641]
-4.440892098500626e-16,[4.86164261e-115],[1090.14567775]
-2.220446049250313e-16,[9.32872243e-117],[1139.55536726]
0.0,[5.87569936e-111],[1158.04594631]
-2.220446049250313e-16,[3.1810397e-50],[642.11773023]
-2.220446049250313e-16,[1.15837566e-73],[1079.56640146]
0.0,[6.17963353e-100],[1299.74340102]
2.220446049250313e-16,[3.08107002e-109],[1322.92798809]
-2.220446049250313e-16,[1.07092325e-113],[1275.79617369]
-2.220446049250313e-16,[2.4749269e-113],[1296.52801155]
0.0,[2.53430808e-114],[1291.95431459]
0.0,[6.86976928e-112],[1232.06921387]
0.0,[7.68096747e-105],[1119.3180171]
-2.220446049250313e-16,[9.39614286e-101],[1038.45083678]
0.0,[4.2813136e-105],[1042.10091385]
0.0,[4.57941094e-105],[1073.86611998]
-2.220446049250313e-16,[7.65526346e-105],[1076.6551777]
2.220446049250313e-16,[4.40540891e-104],[1035.10590796]
0.0,[8.55519216e-114],[1029.54567943]
-2.220446049250313e-16,[1.18016524e-106],[1065.81764131]
-2.220446049250313e-16,[3.59303716e-47],[303.25344549]
0.0,[1.21584036e-68],[1052.98427088]
1.1102230246251565e-16,[8.88589486e-113],[1253.27238913]
0.0,[3.14092998e-113],[1294.91760493]
-2.220446049250313e-16,[1.13638743e-112],[1273.9238018]
3.3306690738754696e-16,[1.1814773e-114],[1275.61275228]
0.0,[1.66414954e-113],[1268.29723164]
-2.220446049250313e-16,[7.52913622e-108],[1236.69078154]
-2.220446049250313e-16,[2.21746028e-106],[1100.17229148]
2.220446049250313e-16,[2.49605063e-101],[977.68531111]
-2.220446049250313e-16,[8.26941335e-103],[988.12127686]
-4.440892098500626e-16,[6.65263959e-103],[1023.64294912]
-2.220446049250313e-16,[6.45234982e-104],[1012.02540738]
-2.220446049250313e-16,[8.29533361e-113],[998.76467118]
1.1102230246251565e-16,[6.21647802e-114],[1013.44600782]
0.0,[1.17549655e-106],[1046.97187835]
-2.220446049250313e-16,[2.93631912e-112],[1069.06800513]
-2.220446049250313e-16,[1.05809852e-78],[906.69784606]
2.220446049250313e-16,[1.19110781e-91],[1290.65878715]
-2.220446049250313e-16,[4.22092185e-104],[1229.75693886]
2.220446049250313e-16,[1.20668057e-108],[1239.29410568]
1.1102230246251565e-16,[2.03894061e-111],[1267.68186562]
0.0,[8.25508187e-110],[1240.34214872]
0.0,[1.96846695e-100],[1206.79783002]
0.0,[1.20905994e-105],[1077.78816253]
1.1102230246251565e-16,[3.11570179e-106],[944.17554549]
-2.220446049250313e-16,[8.53141406e-106],[924.03775324]
-2.220446049250313e-16,[7.98607187e-109],[944.61366063]
3.3306690738754696e-16,[1.7976127e-106],[960.40511187]
3.3306690738754696e-16,[4.63523194e-107],[999.93595138]
0.0,[5.33870771e-113],[1036.70875699]
0.0,[3.02896863e-110],[1053.93740665]
-2.220446049250313e-16,[1.3239889e-54],[956.96980196]
-2.220446049250313e-16,[9.5619271e-80],[1117.11296411]
2.220446049250313e-16,[1.74184907e-100],[1267.78386613]
1.1102230246251565e-16,[9.04939179e-105],[1301.68906537]
0.0,[1.56407983e-105],[1273.55011345]
1.1102230246251565e-16,[7.51888677e-113],[1302.69966873]
2.220446049250313e-16,[3.7736492e-108],[1267.35064817]
-2.220446049250313e-16,[5.81919948e-105],[1202.73756319]
1.1102230246251565e-16,[1.10005022e-93],[1124.90061083]
0.0,[2.97502937e-105],[1031.20107374]
-2.220446049250313e-16,[1.71048798e-109],[955.27964035]
2.220446049250313e-16,[1.28671657e-107],[947.93910726]
2.220446049250313e-16,[7.37545696e-109],[996.67825736]
0.0,[6.18211971e-113],[1019.80058259]
1.1102230246251565e-16,[1.83832332e-81],[1258.04972091]
1.1102230246251565e-16,[3.07787054e-102],[1227.91945274]
-2.220446049250313e-16,[2.09263848e-103],[1224.35512169]
4.440892098500626e-16,[4.9817776e-101],[1259.83087996]
1.1102230246251565e-16,[1.50310029e-103],[1308.03973269]
0.0,[8.01567501e-111],[1315.30906528]
1.1102230246251565e-16,[1.06462736e-103],[1261.13953594]
0.0,[1.69938618e-99],[1157.33049939]
0.0,[1.40737553e-95],[1036.26003609]
1.1102230246251565e-16,[5.59452548e-107],[971.25419108]
0.0,[1.94434374e-107],[940.0412849]
2.220446049250313e-16,[2.18808633e-108],[910.36692182]
2.220446049250313e-16,[1.49504176e-109],[940.62499043]
1.1102230246251565e-16,[8.25359074e-107],[1334.39404058]
0.0,[1.59051054e-102],[1304.9085837]
1.1102230246251565e-16,[2.65421812e-110],[1273.68332807]
1.1102230246251565e-16,[5.69077086e-104],[1270.11820475]
0.0,[1.81319195e-100],[1291.43943398]
2.220446049250313e-16,[6.32371319e-101],[1291.55468271]
-2.220446049250313e-16,[4.45437039e-93],[1210.22076536]
0.0,[3.22588217e-96],[1082.93445542]
0.0,[1.22029908e-104],[971.69662655]
-2.220446049250313e-16,[3.29470568e-110],[911.08628097]
-2.220446049250313e-16,[6.20121676e-111],[881.21402037]
0.0,[5.99336107e-104],[880.80077168]
0.0,[3.48955055e-107],[1350.03240847]
1.1102230246251565e-16,[4.73362957e-112],[1322.6162253]
2.220446049250313e-16,[2.45745474e-107],[1294.27411008]
0.0,[2.68327673e-105],[1281.58480775]
-2.220446049250313e-16,[8.3683324e-101],[1264.13800408]
0.0,[1.44061794e-94],[1175.32941751]
-4.440892098500626e-16,[1.23250283e-107],[881.97025194]
0.0,[8.85494588e-87],[1223.14800427]
1.1102230246251565e-16,[3.00059085e-98],[1305.99009076]
-2.220446049250313e-16,[6.17371896e-105],[1318.176023]
0.0,[4.32618373e-105],[1333.71748382]
0.0,[1.86338953e-108],[1316.69992006]
0.0,[5.81842963e-105],[1255.070942]
-2.220446049250313e-16,[1.48378098e-102],[1140.52483054]
0.0,[3.3564958e-85],[1190.68771542]
0.0,[5.83499713e-93],[1273.27197744]
3.3306690738754696e-16,[1.58000828e-99],[1297.90042892]
-2.220446049250313e-16,[4.31067855e-103],[1341.60508339]
2.220446049250313e-16,[5.04834427e-109],[1342.81969018]
0.0,[2.37495987e-107],[1263.12987324]
-2.220446049250313e-16,[2.1018263e-109],[1109.16193704]
1.1102230246251565e-16,[3.10993571e-81],[1200.20457309]
0.0,[1.15968854e-88],[1266.04632688]
0.0,[1.27913575e-93],[1282.2623315]
1.1102230246251565e-16,[8.03909256e-98],[1326.9744873]
-2.220446049250313e-16,[7.23788077e-108],[1350.43328977]
0.0,[5.0069718e-110],[1284.35279996]
0.0,[3.78024207e-77],[945.16253662]
0.0,[3.29286928e-81],[1172.06411564]
-2.220446049250313e-16,[2.1705843e-88],[1242.45835248]
0.0,[1.66280502e-91],[1255.83963551]
0.0,[2.08908077e-92],[1290.84707462]
0.0,[1.09371181e-100],[1325.92240876]
-2.220446049250313e-16,[8.36239549e-106],[1255.16551059]
1.1102230246251565e-16,[1.08482197e-79],[909.36477123]
0.0,[1.44572939e-83],[1109.00942335]
1.1102230246251565e-16,[2.86288344e-89],[1191.30266975]
-2.220446049250313e-16,[6.51578461e-94],[1220.78475892]
-2.220446049250313e-16,[9.36601888e-94],[1244.04591519]
-2.220446049250313e-16,[1.5172415e-95],[1262.11918371]
-2.220446049250313e-16,[7.0144301e-99],[1158.31730861]
-2.220446049250313e-16,[3.6286058e-87],[1080.12471038]
0.0,[5.18879907e-90],[1151.21071729]
-2.220446049250313e-16,[5.87110019e-94],[1185.03951967]
-4.440892098500626e-16,[1.03637746e-91],[1192.38764026]
0.0,[1.05269424e-92],[1069.15741326]
0.0,[5.38823818e-92],[1090.48619409]
2.220446049250313e-16,[3.47674652e-91],[1140.0767176]
1.1102230246251565e-16,[1.12903306e-93],[1134.07444614]
0.0,[1.30388846e-99],[1006.26301964]
2.220446049250313e-16,[2.67946362e-107],[1702.64403818]
2.220446049250313e-16,[1.13674771e-107],[1700.26636939]
0.0,[9.9546003e-108],[1469.12689329]
0.0,[9.41580039e-112],[1428.9855957]
-2.220446049250313e-16,[4.15705032e-111],[1437.36525113]
-2.220446049250313e-16,[1.86293997e-114],[1452.06319413]
-4.440892098500626e-16,[1.76586682e-112],[1548.59571988]
-2.220446049250313e-16,[1.29866103e-110],[1707.80601831]
1.1102230246251565e-16,[1.69949581e-109],[1664.04828001]
0.0,[1.27594248e-109],[1614.78369859]
1.1102230246251565e-16,[2.4711779e-113],[1484.36166322]
0.0,[3.37988474e-97],[1501.95113597]
3.3306690738754696e-16,[4.36064499e-105],[1648.66965141]
0.0,[2.92400554e-109],[1694.87852328]
1.1102230246251565e-16,[3.06589145e-103],[1638.73966232]
-2.220446049250313e-16,[4.23180417e-109],[1601.29911774]
0.0,[1.7312189e-109],[1553.00365254]
0.0,[2.3364032e-104],[1423.10462862]
0.0,[5.20207725e-104],[1504.90267166]
-2.220446049250313e-16,[1.28750516e-108],[1669.26537847]
1.1102230246251565e-16,[1.47262993e-100],[1606.32469506]
-2.220446049250313e-16,[5.66501233e-101],[1618.7914321]
1.1102230246251565e-16,[6.31529779e-106],[1491.89439242]
1.1102230246251565e-16,[8.04477596e-114],[1348.23456888]
0.0,[1.33547701e-109],[1468.24245558]
0.0,[4.69650554e-103],[1592.23233331]
1.1102230246251565e-16,[1.38716788e-100],[1651.32501819]
-2.220446049250313e-16,[1.27274435e-107],[1603.85320925]
